name,location,distance,start_date,end_date,category,search_location,search_time
UM EMERAUDE Corbeil OPEN,"A.S. CORBEIL ESSONNES, CORBEIL ESSONNES","19,8 km",23/oct/2022,30/oct/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:13
UM EMERAUDE CORBEIL TMC limité 13/14,"A.S. CORBEIL ESSONNES, CORBEIL ESSONNES","19,8 km",26/déc/2022,28/déc/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:13
UM EMERAUDE CORBEIL TMC F limité 1/6,"A.S. CORBEIL ESSONNES, CORBEIL ESSONNES","19,8 km",31/déc/2022,2/janv/2023,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:13
UM EMERAUDE CORBEIL TMC 15/18,"A.S. CORBEIL ESSONNES, CORBEIL ESSONNES","19,8 km",28/déc/2022,30/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:14
UM EMERAUDE Corbeil TMC H Limité 3/6,"A.S. CORBEIL ESSONNES, CORBEIL ESSONNES","19,8 km",28/oct/2022,30/oct/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:14
Galaxie 8/10 ans vert - Courbevoie ST,"COURBEVOIE ST, COURBEVOIE","20,0 km",26/oct/2022,28/oct/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:14
Open 2eme série du CST,"COURBEVOIE ST, COURBEVOIE","20,0 km",17/déc/2022,29/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:14
TEST,"A.S. FONTENAY LE FLEURY, FONTENAY LE FLEURY","20,0 km",24/oct/2022,10/nov/2022,DD / SD / DX,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:14
tournoi jeunes 2022,"A.S. FONTENAY LE FLEURY, FONTENAY LE FLEURY","20,0 km",23/oct/2022,4/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:14
TMC Hommes 30/2-15/4,"RED STAR CLUB DE CHAMPIGNY, CHAMPIGNY SUR MARNE","20,1 km",3/nov/2022,4/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:14
1er tournoi BNP PARIBAS,"A.S.C.BNP PARIBAS, LOUVECIENNES","20,2 km",15/sept/2022,9/juil/2023,DD / SD / DX / DM / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:15
Tournoi interne usf,"US FONTENAY, FONTENAY SOUS BOIS","20,3 km",1/sept/2022,8/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:15
Tournoi pré qualificatif petits as,"US FONTENAY, FONTENAY SOUS BOIS","20,3 km",24/oct/2022,5/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:15
Tournoi interne Hiver,"CHENNEVIERES TENNIS CLUB, CHENNEVIERES SUR MARNE","20,3 km",10/oct/2022,2/avr/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:15
TMC Dames,"CHENNEVIERES TENNIS CLUB, CHENNEVIERES SUR MARNE","20,3 km",25/oct/2022,27/oct/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:15
TOURNOI JEUNES - LASA SPORT NOEL 2022,"LASA SPORT ORGANISATION, MONTREUIL","20,5 km",15/déc/2022,1/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:15
TOURNOI OPEN - MASTERS LASA SPORT 2023 E2,"LASA SPORT ORGANISATION, MONTREUIL","20,5 km",17/nov/2022,11/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:16
TOURNOI OPEN - MASTERS LASA SPORT 2023 E1,"LASA SPORT ORGANISATION, MONTREUIL","20,5 km",20/oct/2022,6/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:18
TOURNOI OPEN - MASTERS LASA SPORT 2023 E3,"LASA SPORT ORGANISATION, MONTREUIL","20,5 km",15/déc/2022,1/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:18
Country Cup Green - TMC Nov 22,"CSCA, LE PERREUX SUR MARNE","20,5 km",1/nov/2022,1/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:18
Double Dames 3ème série - soirée,"CSCA, LE PERREUX SUR MARNE","20,5 km",19/nov/2022,19/nov/2022,DD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:18
Double Mixte 4ème série - soirée,"CSCA, LE PERREUX SUR MARNE","20,5 km",26/nov/2022,26/nov/2022,DX,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:18
TMC Messieurs 15/2 - 4/6 du Country,"CSCA, LE PERREUX SUR MARNE","20,5 km",25/oct/2022,27/oct/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:19
Open du Country - Journée,"CSCA, LE PERREUX SUR MARNE","20,5 km",1/déc/2022,16/déc/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:19
TMC Garçons 11/12 ans du Country,"CSCA, LE PERREUX SUR MARNE","20,5 km",16/déc/2022,18/déc/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:19
TMC 15/16 ans (G) du Country,"CSCA, LE PERREUX SUR MARNE","20,5 km",27/oct/2022,28/oct/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:19
Country Cup Orange - TMC Oct 22,"CSCA, LE PERREUX SUR MARNE","20,5 km",31/oct/2022,31/oct/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:19
Country Cup Green - TMC Nov 22,"CSCA, LE PERREUX SUR MARNE","20,5 km",27/nov/2022,27/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:19
Country Cup Orange - TMC Nov 22,"CSCA, LE PERREUX SUR MARNE","20,5 km",20/nov/2022,20/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:19
TMC 11/12 Garçons,"GARENNOIS (TC), NANTERRE","20,5 km",2/nov/2022,3/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:20
TMC 11/12 Garçons,"GARENNOIS (TC), NANTERRE","20,5 km",4/nov/2022,5/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:20
Tournoi Jeunes 11/12 ans,"GARENNOIS (TC), NANTERRE","20,5 km",18/déc/2022,24/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:20
Tournoi interne,"TC PANTIN, PANTIN","20,8 km",1/oct/2022,2/juil/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:20
TMC messieurs TCMBA 15 à 3/6,"T.C.M. BOIS D'ARCY, BOIS D ARCY","20,8 km",31/oct/2022,2/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:20
TMC messieurs TCMBA 30 à 15/3,"T.C.M. BOIS D'ARCY, BOIS D ARCY","20,8 km",1/nov/2022,3/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:20
TMC dames TCMBA 30 à 15/1 COMPLET,"T.C.M. BOIS D'ARCY, BOIS D ARCY","20,8 km",4/nov/2022,6/nov/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:21
TMC messieurs TCMBA 15/3 à 15 COMPLET,"T.C.M. BOIS D'ARCY, BOIS D ARCY","20,8 km",5/nov/2022,6/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:21
TMC dames TCMBA 15/1 à 3/6 COMPLET,"T.C.M. BOIS D'ARCY, BOIS D ARCY","20,8 km",3/nov/2022,5/nov/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:21
Tournoi jeunes 11/12 13/14 15/16 17/18,"T.C.M. BOIS D'ARCY, BOIS D ARCY","20,8 km",15/déc/2022,31/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:21
TMC messieurs+35 ans 30/1 à 15/3 COMPLET,"T.C.M. BOIS D'ARCY, BOIS D ARCY","20,8 km",5/nov/2022,6/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:21
TMC messieurs TCMBA 30/3 à 30 COMPLET,"T.C.M. BOIS D'ARCY, BOIS D ARCY","20,8 km",29/oct/2022,30/oct/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:21
TMC dames TCMBA NC à 30/1,"T.C.M. BOIS D'ARCY, BOIS D ARCY","20,8 km",29/oct/2022,30/oct/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:21
TMC messieurs TCMBA NC à 30/3,"T.C.M. BOIS D'ARCY, BOIS D ARCY","20,8 km",31/oct/2022,1/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:22
Automne Mennecy 13/14 préqualif TIM,"T.C. MENNECY, MENNECY","20,9 km",23/oct/2022,6/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:22
Tournoi Automne Mennecy,"T.C. MENNECY, MENNECY","20,9 km",22/oct/2022,11/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:22
Tournoi Automne Mennecy,"T.C. MENNECY, MENNECY","20,9 km",23/oct/2022,6/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:22
Tournoi 8/10 ans Vert G - TC Croissy sur Seine,"T.C. CROISSY SUR SEINE, CROISSY SUR SEINE CEDEX","20,9 km",4/janv/2023,7/janv/2023,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:22
Tournoi Interne,"T.C. CROISSY SUR SEINE, CROISSY SUR SEINE CEDEX","20,9 km",15/oct/2022,11/juin/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:24
Tournoi Interne,"T.C. CROISSY SUR SEINE, CROISSY SUR SEINE CEDEX","20,9 km",15/oct/2022,11/juin/2023,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:25
Tournoi 11/18 ans G/F,"T.C. CROISSY SUR SEINE, CROISSY SUR SEINE CEDEX","20,9 km",17/déc/2022,2/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:25
Tournoi interne de Combs-la-Ville,"COMBS LA VILLE TC, COMBS LA VILLE","20,9 km",1/sept/2022,29/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:25
Tournoi interne de DOUBLES de Combs-la-Ville,"COMBS LA VILLE TC, COMBS LA VILLE","20,9 km",1/sept/2022,2/juil/2023,DD / DX / DM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:25
TOURNOI NOEL TC LES LILAS,"TC LES LILAS, LES LILAS","21,2 km",17/déc/2022,3/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:25
Galaxie vert US Marly le Roi,"U.S. MARLY LE ROI, MARLY LE ROI","21,3 km",28/oct/2022,29/oct/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:25
Tournoi interne 2023,"U.S. MARLY LE ROI, MARLY LE ROI","21,3 km",17/sept/2022,31/août/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:26
TMC Messieurs sur courts extérieurs,"T.C. HELENE BOUCHER, LE PORT MARLY","21,4 km",29/oct/2022,30/oct/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:26
TC CHATOU - ORANGE FILLES & GARCONS - OCTOBRE,"T.C. CHATOU, CHATOU","21,9 km",27/oct/2022,28/oct/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:26
TC CHATOU - OPEN 11/18 ANS F & G - NOVEMBRE,"T.C. CHATOU, CHATOU","21,9 km",30/oct/2022,6/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:26
TC CHATOU-TMC CONVOC 9H/14H-DECEMBRE-15/1 A 5/6,"T.C. CHATOU, CHATOU","21,9 km",12/déc/2022,16/déc/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:26
TC CHATOU-TMC CONVOC 9H/14H-DECEMBRE-4/6 A 1/6,"T.C. CHATOU, CHATOU","21,9 km",12/déc/2022,16/déc/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:26
TC CHATOU-TMC CONVOC 9H/14H-DECEMBRE-15 A 2/6,"T.C. CHATOU, CHATOU","21,9 km",12/déc/2022,16/déc/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:26
TC CHATOU - OPEN SENIOR D/M & 45M - DECEMBRE,"T.C. CHATOU, CHATOU","21,9 km",17/déc/2022,1/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:27
TC CHATOU - OPEN 11/18 ANS F & G - DECEMBRE,"T.C. CHATOU, CHATOU","21,9 km",26/déc/2022,2/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:27
TOURNOI SENIOR 2022 de l'ETANG LA VILLE,"T.C. L'ETANG LA VILLE, L ETANG LA VILLE","22,0 km",22/oct/2022,6/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:27
Galaxy 8/10 Garçons TCEV,"T.C. L'ETANG LA VILLE, L ETANG LA VILLE","22,0 km",17/déc/2022,17/déc/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:27
Tournoi vert,"U.S. CARRIERES SUR SEINE, CARRIERES SUR SEINE","22,0 km",21/déc/2022,22/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:27
tournoi des jeunes,"U.S. CARRIERES SUR SEINE, CARRIERES SUR SEINE","22,0 km",23/oct/2022,6/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:27
Tournoi orange,"U.S. CARRIERES SUR SEINE, CARRIERES SUR SEINE","22,0 km",19/déc/2022,20/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:28
Tournoi Interne Hiver,"T.C. BONNELLES BULLION, BONNELLES","22,2 km",1/sept/2022,1/mars/2023,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:28
Tournoi Jeunes 3ème série AS Pyramides,"A.S. LES PYRAMIDES, LE PORT MARLY","22,2 km",22/oct/2022,28/oct/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:28
Tournoi Jeunes 4ème série,"A.S. LES PYRAMIDES, LE PORT MARLY","22,2 km",29/oct/2022,4/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:28
Tournoi Semaine/Journée NC - 15/3,"A.S. LES PYRAMIDES, LE PORT MARLY","22,2 km",28/nov/2022,9/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:28
TMC 30 - 15/3,"A.S. LES PYRAMIDES, LE PORT MARLY","22,2 km",19/déc/2022,22/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:28
Tournoi Interne Senior,"MENIL (TC DU), ASNIERES SUR SEINE","22,2 km",13/nov/2022,18/juin/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:29
Tournoi Interne TCL,"LIEUSAINT TC, LIEUSAINT","22,6 km",1/nov/2022,24/juin/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:29
Tournoi Jeune Noël,"SOR Rosny tennis (Rosny-sous-Bois), Rosny-sous-Boi...","22,7 km",17/déc/2022,31/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:29
Tournoi Open,"TENNIS CLUB AMIOT, COLOMBES","23,0 km",17/déc/2022,1/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:29
Tournoi Open Petits AS,"TENNIS CLUB AMIOT, COLOMBES","23,0 km",18/déc/2022,1/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:32
TMC 13/14 ans 4ème série,"ES VILLIERS, VILLIERS SUR MARNE","23,1 km",2/nov/2022,3/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:32
TMC HOMMES 4ème série,"ES VILLIERS, VILLIERS SUR MARNE","23,1 km",29/oct/2022,30/oct/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:32
Tournoi interne ES Villiers,"ES VILLIERS, VILLIERS SUR MARNE","23,1 km",1/déc/2022,30/juin/2023,DD / SD / DX / DM / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:32
TMC 15/16 ans 4ème série,"ES VILLIERS, VILLIERS SUR MARNE","23,1 km",5/nov/2022,6/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:32
Tournois Permanents Adultes 3eme et 2nd serie,"GENNEVILLOIS (TC), GENNEVILLIERS","23,1 km",23/sept/2022,31/août/2023,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:32
Tournoi Orange,"GENNEVILLOIS (TC), GENNEVILLIERS","23,1 km",19/déc/2022,21/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:32
Tournois Permanents Jeunes Annuel,"GENNEVILLOIS (TC), GENNEVILLIERS","23,1 km",23/sept/2022,31/août/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:33
Tournoi Grand Prix des Jeunes,"GENNEVILLOIS (TC), GENNEVILLIERS","23,1 km",31/oct/2022,6/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:33
TOURNOI OPEN OCTOBRE 2022,"COLOMBES (TC), COLOMBES","23,2 km",22/oct/2022,6/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:33
GP Jeunes CT PLESSIS,"CT DU PLESSIS TREVISE, LE PLESSIS TREVISE","23,4 km",22/oct/2022,30/oct/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:33
TOURNOI INTERNE 4EME SERIE,"TC NEUILLY SUR MARNE, NEUILLY SUR MARNE","23,6 km",1/janv/2023,24/juin/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:33
tournoi interne,"U.S. VESINET, LE VESINET","23,6 km",1/déc/2022,16/avr/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:33
TMC messieurs 30/2- 15/4,"ATHLETIC CLUB BOBIGNY, BOBIGNY","23,6 km",29/oct/2022,30/oct/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:34
8-10 ans de Janvier,"LESIGNY USC, LESIGNY","23,7 km",14/janv/2023,15/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:34
TMC 11/12 ans,"LESIGNY USC, LESIGNY","23,7 km",26/oct/2022,28/oct/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:34
TMC 3è série,"LESIGNY USC, LESIGNY","23,7 km",29/oct/2022,30/oct/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:34
8/10 ans vert de décembre,"LESIGNY USC, LESIGNY","23,7 km",3/déc/2022,4/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:34
TCH - Tournoi Interne Adultes,"T.C. HOUILLES, HOUILLES","23,8 km",20/janv/2023,26/mars/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:34
TC Houilles NC à 0,"T.C. HOUILLES, HOUILLES","23,8 km",21/oct/2022,6/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:34
TCH - Tournoi Open Jeunes,"T.C. HOUILLES, HOUILLES","23,8 km",16/déc/2022,8/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:35
Tournoi 8/9/10 ans G Vert,"T.C. VILLEPREUX, VILLEPREUX","23,8 km",10/déc/2022,11/déc/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:35
Tournoi jeunes commun Villemomble-Gagny,"TC VILLEMOMBLE SPORTS, VILLEMOMBLE","23,9 km",29/oct/2022,6/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:35
Tournoi open jeunes,"ARGENTEUIL TENNIS CLUB, ARGENTEUIL","24,0 km",24/oct/2022,6/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:35
tournoi vert,"T.C. MONTESSON, MONTESSON","24,2 km",29/oct/2022,30/oct/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:35
TMC Dames Octobre Rose,"AT NOISY LE GRAND, NOISY LE GRAND","24,4 km",29/oct/2022,30/oct/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:35
57770041,"BRIE COMTE ROBERT SC BRIARD, BRIE COMTE ROBERT","24,4 km",20/nov/2022,20/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:36
57770041,"BRIE COMTE ROBERT SC BRIARD, BRIE COMTE ROBERT","24,4 km",22/oct/2022,6/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:36
57770041,"BRIE COMTE ROBERT SC BRIARD, BRIE COMTE ROBERT","24,4 km",10/déc/2022,15/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:36
57770041,"BRIE COMTE ROBERT SC BRIARD, BRIE COMTE ROBERT","24,4 km",17/déc/2022,15/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:36
Tournoi open AVG TENNIS limité à 0,"VILLENEUVE-LA-GARENNE (AMICALE), VILLENEUVE LA GAR...","24,5 km",22/oct/2022,6/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:38
TMC 18 ANS GARCONS & FILLES TC ELANCOURT,"T.C. ELANCOURT, ELANCOURT","24,6 km",18/déc/2022,19/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:38
TMC 14 ET 18 ANS GARCONS TC ELANCOURT,"T.C. ELANCOURT, ELANCOURT","24,6 km",22/déc/2022,23/déc/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:39
TMC 14 ANS GARCONS & FILLES TC ELANCOURT,"T.C. ELANCOURT, ELANCOURT","24,6 km",20/déc/2022,21/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:39
TMC VERT MIXTE TC ELANCOURT,"T.C. ELANCOURT, ELANCOURT","24,6 km",22/déc/2022,23/déc/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:39
TMC ORANGE MIXTE TC ELANCOURT,"T.C. ELANCOURT, ELANCOURT","24,6 km",11/déc/2022,11/déc/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:39
Tournoi de La Verrière (ATLV) NC à 3/6,"A.T. LA VERRIERE, LA VERRIERE","24,7 km",7/janv/2023,29/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:39
Pré-qualification aux Petits AS,"AS BONDY, BONDY","25,1 km",23/oct/2022,6/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:39
TMC Bondy garçons d'Halloween,"AS BONDY, BONDY","25,1 km",29/oct/2022,30/oct/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:40
TMC MESSIEURS SEP TENNIS GUY HOQUET TOUR,"SE PAVILLONS TENNIS, LES PAVILLONS SOUS BOIS","25,1 km",1/nov/2022,4/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:40
TMC DAMES SEP TENNIS GUY HOQUET TOUR,"SE PAVILLONS TENNIS, LES PAVILLONS SOUS BOIS","25,1 km",1/nov/2022,4/nov/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:40
TMC VERT filles/garcon,"MOISSY CRAMAYEL TCMC, MOISSY CRAMAYEL","25,4 km",5/nov/2022,6/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:40
TOURNOI INTERNE TCMC MOISSY CRAMAYEL,"MOISSY CRAMAYEL TCMC, MOISSY CRAMAYEL","25,4 km",2/janv/2023,25/juin/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:40
TOURNOI MULTI CHANCES 4EME SERIE NC à 30/1,"MOISSY CRAMAYEL TCMC, MOISSY CRAMAYEL","25,4 km",17/déc/2022,18/déc/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:40
Tournoi interne du TCMR,"T.C. LE MESNIL LE ROI, LE MESNIL LE ROI","26,2 km",10/oct/2022,2/avr/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:41
LES PETITS AS TC PLAISIR,"T.C. PLAISIR, PLAISIR","26,2 km",22/oct/2022,4/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:41
8-9 10A ORANGE TC PLAISIR,"T.C. PLAISIR, PLAISIR","26,2 km",19/déc/2022,20/déc/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:41
TMC Dames 15/3 4/6,"ES RAINCY TENNIS, LE RAINCY","26,3 km",4/nov/2022,6/nov/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:41
TMC Messieurs 15/2 4/6,"ES RAINCY TENNIS, LE RAINCY","26,3 km",4/nov/2022,6/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:41
TMC interne NC 30,"ES RAINCY TENNIS, LE RAINCY","26,3 km",20/janv/2023,23/janv/2023,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:42
TMC Dames 15/3 4/6,"ES RAINCY TENNIS, LE RAINCY","26,3 km",26/déc/2022,29/déc/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:42
TMC Dames 30/2 - 15/4,"ES RAINCY TENNIS, LE RAINCY","26,3 km",17/déc/2022,20/déc/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:42
4e serie hommes,"ES RAINCY TENNIS, LE RAINCY","26,3 km",17/déc/2022,20/déc/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:42
TMC 30 15/3 messieurs,"ES RAINCY TENNIS, LE RAINCY","26,3 km",26/déc/2022,29/déc/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:42
TMC Orange,"SARTROUVILLE T.C., SARTROUVILLE","26,4 km",19/déc/2022,21/déc/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:42
TMC Vert,"SARTROUVILLE T.C., SARTROUVILLE","26,4 km",20/déc/2022,22/déc/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:43
TMC 13/14 ans Garçons,"SARTROUVILLE T.C., SARTROUVILLE","26,4 km",28/oct/2022,29/oct/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:43
TMC 11/14 Filles,"SARTROUVILLE T.C., SARTROUVILLE","26,4 km",31/oct/2022,1/nov/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:43
TMC Adultes,"SARTROUVILLE T.C., SARTROUVILLE","26,4 km",4/nov/2022,6/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:43
